"Seller","Make","Price","ZIP","City","State","Class","Year","Length","Category","Hull.Material","Engine.Type","age"
"Performance Boat Center","Cigarette",649950,"65065 ","Osage Beach","MO","Power",2018,42," High Performance Boats","Fiberglass","Other",1
"Performance Boat Center","Cigarette",699950,"65065 ","Osage Beach","MO","Power",2016,42," High Performance Boats, Cuddy Cabin","Fiberglass","Other",3
"Performance Boat Center","Cigarette",419950,"65065 ","Osage Beach","MO","Power",2016,42," High Performance Boats","Fiberglass","Other",3
"Performance Boat Center","Cigarette",279950,"65065 ","Osage Beach","MO","Power",2007,42," High Performance Boats","Fiberglass","Other",12
"Denison Yachting - Denison Yachting - Miami","Cigarette",180000,"33139 ","Miami","FL","Power",2006,42," High Performance Boats, Express Cruiser","Fiberglass","Other",13
"Day Brothers Boats","Cruiser's Inc",35000,"12901 ","Plattsburgh","NY","Power",2004,42," Cruisers","Fiberglass","Other",15
"PIER ONE YACHT SALES - PIER ONE YACHT SALES","Cruisers",159000,"33950 ","Punta Gorda","FL","Power",1988,42," Cruisers, Express Cruiser","Fiberglass","Twin Inboard",31
"Brewer Yacht Sales - Nicholas Rago","Cruisers",299000,"6417 ","Deep River","CT","Power",2009,42," Sports Cruiser, Cruisers, Express Cruiser","Fiberglass","Twin Inboard",10
"POP Yachts","Cruisers",71100,"34233 ","Sarasota","FL","Power",2011,42," Motor Yachts, Aft Cabin, Convertible Boats","Fiberglass","Twin Inboard",8
"Spring Brook Marina","Cruisers Yachts",429000,"61360 ","Seneca","IL","Power",1989,42," Motor Yachts","Fiberglass","Twin Inboard",30
"Knot 10 Yacht Sales","Cruisers Yachts",217000,"21638 ","Grasonville","MD","Power",2014,42," Motor Yachts","Fiberglass","Twin Inboard",5
"SkipperBud's Bay City","Cruisers Yachts",239900,"48708 ","Bay City","MI","Power",2019,42," Express Cruiser","Fiberglass","Twin Inboard",0
"Dallas Boat Sales","Cruisers Yachts",199990,"75056 ","Lewisville","TX","Power",2009,42," Motor Yachts","Fiberglass","Twin Inboard",10
"Little Yacht Sales - Little Yacht Sales","Cruisers Yachts",189999,"77565 ","Kemah","TX","Power",2007,42," Motor Yachts","Fiberglass","Twin Inboard",12
"Knoxville Yacht Sales - Knoxville Yacht Sales","Cruisers Yachts",259000,"37922 ","Knoxville","TN","Power",2007,42," Express Cruiser","Fiberglass","Other",12
"Florida Yachts International - Florida Yachts International","Cruisers Yachts",175000,"33133 ","Miami","FL","Power",2007,42," Motor Yachts","Fiberglass","Twin Inboard",12
"SkipperBud's","Cruisers Yachts",139000,"60096 ","Winthrop Harbor","IL","Power",2006,42," Express Cruiser","Fiberglass","Other",13
"SYS Yacht Sales - SYS Yacht Sales","Cruisers Yachts",89995,"34236 ","Sarasota","FL","Power",1999,42," Motor Yachts","Fiberglass","Twin Inboard",20
"Texas Sportfishing & Yacht Sales - Texas Sportfishing & Yacht Sales, Clear Lake","Cruisers Yachts",54900,"77573 ","League City","TX","Power",2002,42," Motor Yachts, Sports Cruiser, Express Cruiser","Fiberglass","Twin Inboard",17
"Paradigm Yacht Sales","Cruisers Yachts",89900,"40059 ","Prospect","KY","Power",1998,42," Express Cruiser","Fiberglass","Other",21
"CenterPointe Yacht Services - Sturgeon Bay","Cruisers Yachts",123500,"54235 ","Sturgeon Bay","WI","Power",1998,42," Express Cruiser, Cruisers, Motor Yachts","Fiberglass","Twin Inboard",21
"East Shore Marine - East Shore Marine","Cruisers Yachts",66800,"11757 ","Lindenhurst","NY","Power",1997,42," Motor Yachts, Flybridge","Other","Twin Inboard",22
"Pendergrass Yacht Sales - Pendergrass Yacht Sales","Cruisers Yachts",39995,"33036 ","Islamorada","FL","Power",1989,42," Cruisers","Fiberglass","Twin Inboard",30
"SkipperBud's Sturgeon Bay","Cruisers Yachts",953350,"54235-0708","Sturgeon Bay","WI","Power",1990,42," Express Cruiser","Fiberglass","Other",29
"SkipperBud's","Cruisers Yachts",905668,"60096 ","Winthrop Harbor","IL","Power",2020,42," Express Cruiser","Fiberglass","Other",-1
"Marine Group - Emerald Coast - Marine Group - Emerald Coast","Custom",154900,"36561 ","Orange Beach","AL","Power",2019,42," Sports Fishing Boats, Saltwater Fishing, Sports Fishing Boats","Fiberglass","Twin Inboard",0
"Intracoastal Yacht Sales - Intracoastal Yacht Sales of Little River, SC","Custom",99900,"29566 ","Little River","SC","Power",1987,42," Trawlers, Motor Yachts","Fiberglass","Twin Inboard",32
"Alaska Boat Brokers, Inc. - Kylie Ibias","Custom",74900,"99801 ","Juneau","AK","Power",1990,42," Sports Fishing Boats, Cruisers","Fiberglass","Other",29
"Brewer Yacht Sales - David McKenney","Custom",44900,"2852 ","Wickford","RI","Power",1990,42," Flybridge, Sports Fishing Boats, Saltwater Fishing","Fiberglass","Twin Inboard",29
"Curtis Stokes & Associates - Curtis Stokes & Associates","Custom Trawler",249000,"33316 ","Ft. Lauderdale","FL","Power",1976,42," Trawlers, Aft Cabin","Steel","Twin Inboard",43
"Texas Sportfishing & Yacht Sales - Texas Sportfishing & Yacht Sales, Clear Lake","Don Smith",175000,"77573 ","League City","TX","Power",1998,42," Saltwater Fishing, Center Consoles, Sports Fishing Boats","Fiberglass","Twin Inboard",21
"Offshore Marine Services, Ltd.","Egg Harbor",249900,"6410 ","Cheshire","CT","Power",1999,42," Motor Yachts","Fiberglass","Twin Inboard",20
"Pendergrass Yacht Sales - Pendergrass Yacht Sales","Egg Harbor",99900,"33036 ","Islamorada","FL","Power",2003,42," Convertible Boats, Sports Fishing Boats","Fiberglass","Twin Inboard",16
"Sandy Hook Yacht Sales, Inc -  Sea Bright Office","Endeavour",64900,"7760 ","Sea Bright","NJ","Sails",1990,42," Cruisers, Center Cockpit","Fiberglass","Single Inboard",29
"Brewer Yacht Sales - Brewer Yacht Sales","Endeavour",85000,"6498 ","Westbrook","CT","Sails",1985,42," Center Cockpit","Fiberglass","Single Inboard",34
"Grand Slam Yacht Sales - Grand Slam Yacht Sales Inc.","Endeavour",39900,"34215-0466","Cortez","FL","Sails",1985,42," Center Cockpit, Sloop","Fiberglass","Single Inboard",34
"All Star Marine","Excalibur",46900,"21221 ","Baltimore","MD","Power",1987,42," High Performance Boats, Cruisers","Fiberglass","Other",32
"Erickson Marine - Erickson Marine","Formula",379900,"55033 ","Hastings","MN","Power",1985,42," Cruisers","Fiberglass","Other",34
"Coty Marine Inc - Coty Marine-TOMS RIVER","Fountain",99995,"8753 ","Toms River","NJ","Power",2015,42," High Performance Boats, Cruisers, Sports Cruiser","Other","Other",4
"Big Thunder Marine - Big Thunder Marine","Fountain",119950,"65065 ","Osage Beach","MO","Power",2008,42," Cruisers","Fiberglass","Other",11
"Big Thunder Marine - Big Thunder Marine","Fountain",124900,"65065 ","Osage Beach","MO","Power",2006,42," High Performance Boats","Fiberglass","Other",13
"Big Thunder Marine - Big Thunder Marine","Fountain",124950,"65065 ","Osage Beach","MO","Power",2006,42," Cruisers","Fiberglass","Other",13
"Five Star Marine Boats and Yachts","Fountain",99990,"78734 ","Austin","TX","Power",2005,42," High Performance Boats","Fiberglass","Other",14
"POP Yachts","Fountain",115500,"34233 ","Sarasota","FL","Power",2005,42," High Performance Boats, Other","Fiberglass","Twin Inboard",14
"All Florida Yacht Sales - All Florida Yacht Sales Tampa","Fountain",69990,"33573 ","Ruskin","FL","Power",2006,42," High Performance Boats","Fiberglass","Other",13
"Five Star Marine Boats and Yachts","Fountain",69990,"78734 ","Austin","TX","Power",2001,42," High Performance Boats","Fiberglass","Other",18
"Marker 17 Marine","Fountain",229995,"28411 ","Wilmington","NC","Power",2020,42," High Performance Boats, Cruisers","Fiberglass","Other",-1
"TNT Marine Sales - TNT Marine Sales","Fountain",179000,"33181 ","North Miami","FL","Power",2007,42," High Performance Boats, Cruisers","Fiberglass","Other",12
"Dominion Yachts - Dominion Yachts","Fountain",133500,"22125 ","Occoquan","VA","Power",2007,42," High Performance Boats, Cruisers","Fiberglass","Other",12
"POP Yachts","Fountain",137900,"34233 ","Sarasota","FL","Power",2004,42," High Performance Boats, Other","Other","Other",15
"World Class Yacht Sales, Inc. - Corporate Office - New Port Richey","Fountain",79900,"34652 ","New Port Richey","FL","Power",2003,42," High Performance Boats, Cruisers","Fiberglass","Other",16
"Performance Boat Center","Fountain",310000,"65065 ","Osage Beach","MO","Power",1999,42," High Performance Boats","Composite","Other",20
"ALL About Boats","Fountain",79900,"65065 ","Osage Beach","MO","Power",2005,42," Cuddy Cabin","Fiberglass","Other",14
"MarineMax St. Petersburg","Galeon",639000,"33707 ","St. Petersburg","FL","Power",1993,42," Flybridge, Motor Yachts","Fiberglass","Twin Inboard",26
"Alexander Marine USA - Alexander Marine USA - Washington","Galeon",798006,"98109 ","Seattle","WA","Power",2018,42," Motor Yachts","Fiberglass","Twin Inboard",1
"Apollo Yachts - Apollo Yachts","Galeon",629000,"33131 ","Miami","FL","Power",2017,42," Motor Yachts, Cruisers","Fiberglass","Other",2
"Captain's Choice of Pickwick","Gibson",29900,"38852 ","Iuka","MS","Power",2018,42," House Boats","Fiberglass","Twin Inboard",1
"POP Yachts","Gibson",74500,"34233 ","Sarasota","FL","Power",1981,42," House Boats, Motor Yachts, Trawlers","Fiberglass","Twin Inboard",38
"KYS - Kentuckiana Yacht Services","Gibson",43900,"47130 ","Jeffersonville","IN","Power",2005,42," House Boats","Fiberglass","Twin Inboard",14
"Navajo Marina","Gibson",35000,"87419 ","Navajo Dam","NM","Power",1991,42," House Boats","Fiberglass","Other",28
"Curtis Stokes & Associates - Curtis Stokes & Associates","Grand Banks",168500,"33316 ","Ft. Lauderdale","FL","Power",1983,42," Trawlers, Trawlers","Fiberglass","Twin Inboard",36
"Curtis Stokes & Associates - Curtis Stokes & Associates","Grand Banks",155000,"33316 ","Ft. Lauderdale","FL","Power",1987,42," Trawlers, Motor Yachts","Fiberglass","Twin Inboard",32
"Brewer Yacht Sales - Jimmy Economou","Grand Banks",169900,"6355 ","Mystic","CT","Power",1985,42," Trawlers, Motor Yachts","Fiberglass","Twin Inboard",34
"PETZOLD'S MARINE CENTER - Petzolds Norwalk Cove Marina","Grand Banks",295000,"6855 ","East Norwalk","CT","Power",1986,42," Trawlers, Motor Yachts","Fiberglass","Twin Inboard",33
"Boston Yacht Sales - Boston Yacht - Marblehead","Grand Banks",285000,"1945 ","Marblehead","MA","Power",1999,42," Flybridge, Trawlers","Fiberglass","Twin Inboard",20
"Bond Yacht Sales - Bond Yacht Sales","Grand Banks",159990,"32920 ","Port Canaveral","FL","Power",1995,42," Trawlers, Motor Yachts, Flybridge","Fiberglass","Twin Inboard",24
"World Class Yacht Sales, Inc. - Corporate Office - New Port Richey","Grand Banks",149900,"34652 ","New Port Richey","FL","Power",1990,42," Trawlers","Fiberglass","Twin Inboard",29
"Capt. O'Connell Co. - Capt. O'Connell Co.","Grand Banks",149900,"2720 ","Fall River","MA","Power",1989,42," Downeast","Fiberglass","Other",30
"Baltimore Boating Center, LLC - Baltimore Boating Center, LLC","Grand Banks",159900,"21221 ","Baltimore","MD","Power",1987,42," Trawlers, Aft Cabin","Fiberglass","Twin Inboard",32
"CenterPointe Yacht Services - Sturgeon Bay","Grand Banks",169500,"54235 ","Sturgeon Bay","WI","Power",1986,42," Trawlers","Fiberglass","Twin Inboard",33
"Mid-Missouri Yachts, LLC","Grand Banks",59900,"65065 ","Osage Beach","MO","Power",1984,42," Aft Cabin, Trawlers, Troller","Fiberglass","Other",35
"Brewer Yacht Sales - Bruce McDonald, CPYB","Grand Banks",89900,"11944 ","Greenport","NY","Power",1983,42," Cruisers","Fiberglass","Twin Inboard",36
"Sandy Hook Yacht Sales, Inc - Jersey City Office","Grand Banks",97500,"7305 ","Jersey City","NJ","Power",1983,42," Trawlers","Fiberglass","Twin Inboard",36
"Brewer Yacht Sales - Brewer Yacht Sales","Grand Banks",99000,"6498 ","Westbrook","CT","Power",1983,42," Trawlers","Fiberglass","Twin Inboard",36
"Offshore Marine Services, Ltd.","Grand Banks",94900,"6410 ","Cheshire","CT","Power",1980,42," Trawlers, Motor Yachts","Fiberglass","Twin Inboard",39
"Marine Servicenter - Anacortes Sales Center","Grand Banks",89900,"98221 ","Anacortes","WA","Power",1977,42," Trawlers","Fiberglass","Twin Inboard",42
"Jensen Yacht Sales - Jensen Yacht Sales, LLC","Grand Banks",99000,"6475 ","Old Saybrook","CT","Power",1977,42," Trawlers, Motor Yachts","Fiberglass","Twin Inboard",42
"Bluewater Yacht Sales - Bluewater Yacht Sales-Beaufort Office","Grand Banks",249000,"28516 ","Beaufort","NC","Power",1985,42," Aft Cabin, Cruisers","Fiberglass","Twin Inboard",34
"PETZOLD'S MARINE CENTER - Petzolds Norwalk Cove Marina","Grand Banks",295000,"6855 ","East Norwalk","CT","Power",1996,42," Trawlers","Fiberglass","Twin Inboard",23
"Denison Yachting - Denison Yachting - Stuart","Grand Banks",289000,"34994 ","Stuart","FL","Power",1997,42," Trawlers","Fiberglass","Twin Inboard",22
"Curtis Stokes & Associates - Curtis Stokes & Associates","Grand Banks",174000,"33316 ","Ft. Lauderdale","FL","Power",1996,42," Trawlers, Aft Cabin","Fiberglass","Twin Inboard",23
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Grand Banks",99000,"33301 ","Fort Lauderdale","FL","Power",1988,42," Trawlers","Fiberglass","Twin Inboard",31
"A & M Yacht Sales, Inc - A & M Yacht Sales, Inc - New Orleans","Grand Banks",47500,"70124 ","New Orleans","LA","Power",1974,42," Trawlers","Wood","Twin Inboard",45
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Grand Banks",159000,"33301 ","Fort Lauderdale","FL","Power",1970,42," Trawlers","Fiberglass","Twin Inboard",49
"Denison Yachting - Denison Yachting - Bradenton Sarasota","Grand Banks",429000,"34205 ","Bradenton","FL","Power",1987,42," Trawlers","Fiberglass","Twin Inboard",32
"Palm Beach Yacht Sales - Palm Beach Yacht Sales","Grand Banks",189000,"33404 ","Riviera Beach","FL","Power",2004,42," Trawlers","Fiberglass","Other",15
"Plantation Boat Mart - Plantation Boat Mart Palm Beach","HCB",749900,"33410 ","Palm Beach Gardens","FL","Power",1985,42," Center Consoles","Fiberglass","Other",34
"Plantation Boat Mart - Plantation Boat Mart Palm Beach","HCB",899000,"33410 ","Palm Beach Gardens","FL","Power",2019,42," Center Consoles","Fiberglass","Other",0
"American Marine Yachts","Hatteras",119000,"34221 ","Palmetto","FL","Power",2019,42," Aft Cabin, Trawlers, Motor Yachts","Fiberglass","Twin Inboard",0
"American Marine Yachts","Hatteras",124900,"34221 ","Palmetto","FL","Power",1995,42," Aft Cabin, Trawlers, Motor Yachts","Fiberglass","Twin Inboard",24
"Seven Sports Marine","Hydra-Sports",440000,"33036 ","Islamorada","FL","Power",2014,42," Dual Console","Fiberglass","Other",5
"Victory Yacht Sales - Victory Yacht Sales","Hydra-Sports",397000,"33138 ","Miami","FL","Power",2013,42," Sports Fishing Boats, Center Consoles","Fiberglass","Other",6
"Bluewater Yacht Sales - Bluewater Yacht Sales - Riviera Beach, Florida","Hydra-Sports",515000,"33406 ","Riviera Beach","FL","Power",2016,42," Center Consoles, Sports Fishing Boats","Fiberglass","Other",3
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Hydra-Sports",425000,"33301 ","Fort Lauderdale","FL","Power",2015,42," Center Consoles","Fiberglass","Other",4
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Hydra-Sports",358000,"33004 ","Dania Beach","FL","Power",2013,42," Center Consoles","Fiberglass","Other",6
"CenterPointe Yacht Sales","Hydra-Sports",595000,"53204 ","Milwaukee","WI","Power",2017,42," Center Consoles","Fiberglass","Other",2
"Denison Yachting - Denison Yachting - Palm Beach","Hydra-Sports",719999,"33410 ","Palm Beach Gardens","FL","Power",2019,42," Center Consoles, Cuddy Cabin","Fiberglass","Other",0
"Denison Yachting - Denison Yachting - Palm Beach","Hydra-Sports",625000,"33410 ","Palm Beach Gardens","FL","Power",2019,42," Center Consoles","Fiberglass","Other",0
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Palm Harbour Marina","Hydra-Sports",670000,"33401 ","West Palm Beach","FL","Power",2018,42," Center Consoles","Fiberglass","Other",1
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Invincible",384000,"33004 ","Dania Beach","FL","Small Boats",2013,42," Center Consoles, Tender","Fiberglass","Triple Outboard",6
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Waterway Marina","Invincible",549000,"34994 ","Stuart","FL","Power",2017,42," Center Consoles","Fiberglass","Triple Outboard",2
"Preferred Yachts - Preferred Yachts","Island Packet",190000,"33701 ","St. Petersburg","FL","Sails",2001,42," Cruisers","Fiberglass","Other",18
"Export Yacht Sales - Export Yacht Sales","Island Pilot IP395",199500,"33176 ","Miami","FL","Power",2006,42," Trawlers, Flybridge","Fiberglass","Twin Inboard",13
"North Point Yacht Sales - North Point Yacht Sales","J Boats",165000,"21403 ","Annapolis","MD","Sails",2001,42," Cruisers","Fiberglass","Other",18
"Brewer Yacht Sales - Brewer Yacht Sales","J Boats",110000,"6498 ","Westbrook","CT","Sails",1999,42," Racers and Cruisers, Cruisers","Fiberglass","Single Inboard",20
"Aeroyacht Ltd. - Aeroyacht Ltd.","Jeanneau",89000,"11733 ","Setauket Harbor","NY","Sails",1999,42," Cruisers","Fiberglass","Other",20
"NW Yachtnet - NW Yachtnet - Olympia","Jeanneau",89900,"98501 ","Olympia","WA","Sails",1999,42," Center Cockpit, Cruisers","Fiberglass","Single Inboard",20
"Annapolis Yacht Sales - Annapolis Yacht Sales","Jeanneau",179000,"21403 ","Annapolis","MD","Sails",2009,42," Cruisers","Fiberglass","Single Inboard",10
"Cast Off Yacht Sales","Jefferson",69997,"8731 ","Forked River","NJ","Power",1989,42," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",30
"Curtis Stokes & Associates - Curtis Stokes & Associates","Jefferson",85000,"33316 ","Ft. Lauderdale","FL","Power",1987,42," Trawlers","Fiberglass","Twin Inboard",32
"Knot 10 Yacht Sales","Jefferson",84900,"21638 ","Grasonville","MD","Power",1992,42," Aft Cabin, Motor Yachts","Fiberglass","Other",27
"Captain's Choice of Pickwick","Jefferson",74900,"38852 ","Iuka","MS","Power",1988,42," Trawlers","Fiberglass","Twin Inboard",31
"Lake Escape Yacht Sales","Jefferson",64900,"42025 ","Benton","KY","Power",1988,42," Motor Yachts","Fiberglass","Other",31
"St. Augustine Yacht Sales - St. Augustine Yacht Sales","Jefferson",69000,"32084 ","St. Augustine","FL","Power",1987,42," Motor Yachts","Fiberglass","Twin Inboard",32
"American Marine Yachts","Jefferson",105000,"34221 ","Palmetto","FL","Power",1989,42," Aft Cabin, Trawlers","Fiberglass","Twin Inboard",30
"California Yacht Sales, Inc. - California Yacht Sales, Inc.","Jefferson",116000,"92101 ","San Diego","CA","Power",1988,42," Aft Cabin","Fiberglass","Twin Inboard",31
"Off The Hook Yacht Sales - Off The Hook Yacht Sales","Jersey",115000,"28405 ","Wilmington","NC","Power",1989,42," Sports Fishing Boats, Convertible Boats","Other","Twin Inboard",30
"Denison Yachting - Denison Yachting - Palm Beach","Kadey-Krogen",210000,"33410 ","Palm Beach Gardens","FL","Power",1988,42," Trawlers, Motor Yachts","Fiberglass","Single Inboard",31
"Dallas Boat Sales","Kadey-Krogen",179990,"75056 ","Lewisville","TX","Power",1987,42," Trawlers, Motor Yachts","Fiberglass","Single Inboard",32
"Marine Servicenter - Seattle","Lagoon",659854,"98109 ","Seattle","WA","Sails",2020,42," Catamaran, Cruisers, Multi-Hulls","Fiberglass","Twin Inboard",-1
"Marine Servicenter - Seattle","Lagoon",659854,"98109 ","Seattle","WA","Sails",2020,42," Catamaran, Multi-Hulls, Cruisers","Fiberglass","Twin Inboard",-1
"Denison Yachting - Denison Yachting","Lagoon",362000,"33316 ","Fort Lauderdale","FL","Sails",2007,42," Catamaran, Multi-Hulls, Cruisers","Fiberglass","Twin Inboard",12
"POP Yachts","Lancer Yachts",40000,"34233 ","Sarasota","FL","Sails",1981,42," Sloop, Schooner, Racers and Cruisers","Fiberglass","Single Inboard",38
"Oyster Harbors Marine - Oyster Harbors Marine","Legacy",699000,"2655 ","Osterville","MA","Power",2018,42," Downeast, Motor Yachts","Fiberglass","Twin Inboard",1
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Waterway Marina","Liberty",259000,"34994 ","Stuart","FL","Power",2003,42," Sports Fishing Boats","Fiberglass","Twin Inboard",16
"United Yacht Sales - United Yacht Sales - RI / CT / New England Area","Lien Hwa",43500,"0 ","New England","RI","Power",1987,42," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",32
"Marine Technology Inc.","MTI",399000,"63385 ","Wentzville","MO","Power",2008,42," High Performance Boats","Fiberglass","Other",11
"Marine Technology Inc.","MTI",529000,"63385 ","Wentzville","MO","Power",2011,42," High Performance Boats","Composite","Other",8
"TNT Marine Sales - TNT Marine Sales","MTI",524950,"33181 ","North Miami","FL","Power",2014,42," Center Consoles, High Performance Boats","Fiberglass","Other",5
"Marine Technology Inc.","MTI",599000,"63385 ","Wentzville","MO","Power",2016,42," Center Consoles","Fiberglass","Single Outboard",3
"Edwards Yacht Sales","Manta",315000,"33764 ","Clearwater","FL","Sails",2008,42," Multi-Hulls, Catamaran, Cruisers","Fiberglass","Twin Inboard",11
"Denison Yachting - Denison Yachting","Manta",289000,"33316 ","Fort Lauderdale","FL","Sails",2005,42," Catamaran","Fiberglass","Twin Inboard",14
"Edwards Yacht Sales","Manta",279000,"33764 ","Clearwater","FL","Sails",2005,42," Catamaran, Multi-Hulls","Fiberglass","Twin Inboard",14
"Edwards Yacht Sales","Manta",270000,"33764 ","Clearwater","FL","Sails",2000,42," Catamaran, Multi-Hulls, Cruisers","Fiberglass","Twin Inboard",19
"POP Yachts","Marine Trader",65000,"34233 ","Sarasota","FL","Power",1984,42," Trawlers, Motor Yachts, House Boats","Other","Other",35
"Dick Simon Yachts - Dick Simon Yachts","Marquis",489000,"92629 ","Dana Point","CA","Power",2012,42," Motor Yachts","Fiberglass","Twin Inboard",7
"Rick Obey Yacht Sales - Rick Obey Yacht Sales Palm Beach","Marquis",399000,"33410 ","Palm Beach Gardens","FL","Power",2012,42," Motor Yachts","Fiberglass","Twin Inboard",7
"Captain's Choice of Pickwick","Marquis",350000,"38852 ","Iuka","MS","Power",2008,42," Motor Yachts, Sports Cruiser, Cruisers","Fiberglass","Twin Inboard",11
"SkipperBud's Belle Maer Harbor","Maxum",119900,"48045 ","Harrison Township","MI","Power",2000,42," Motor Yachts","Fiberglass","Other",19
"Great Lakes Boats & Brokerage","Maxum",154900,"44060 ","Mentor","OH","Power",2002,42," Express Cruiser","Fiberglass","Twin Inboard",17
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Maxum",179000,"33312 ","Fort Lauderdale","FL","Power",2002,42," Express Cruiser","Fiberglass","Twin Inboard",17
"Denison Yachting - Denison Yachting - Destin","Maxum",189000,"32541 ","Destin","FL","Power",2006,42," Cruisers","Fiberglass","Other",13
"SkipperBud's -  Mac Ray","Mays Craft",1199000,"48045 ","Harrison Township","MI","Power",2002,42," Cruisers","Fiberglass","Other",17
"Victory Yacht Sales - Victory Yacht Sales","Mazu Yachts",599000,"33138 ","Miami","FL","Small Boats",2017,42," Tender","Composite","Twin Inboard",2
"POP Yachts","Mikelson",39000,"34233 ","Sarasota","FL","Power",1985,42," Sports Fishing Boats, Motor Yachts, Other","Fiberglass","Twin Inboard",34
"The Shoreline Yacht Group - The Shoreline Yacht Group","Mikelson",103900,"90731 ","San Pedro","CA","Power",1987,42," Convertible Boats, Cruisers, Sports Cruiser","Fiberglass","Twin Inboard",32
"PETZOLD'S MARINE CENTER - Petzolds Norwalk Cove Marina","Moody",175000,"6855 ","East Norwalk","CT","Sails",2000,42," Center Cockpit, Cruisers","Fiberglass","Single Inboard",19
"Extreme Marine - Xtreme Powerboats","Motion",399999,"33154 ","Miami","FL","Power",2018,42," Center Consoles, Sports Fishing Boats, High Performance Boats","Fiberglass","Other",1
"Performance Boat Center","Mystic Powerboats",569950,"65065 ","Osage Beach","MO","Power",2019,42," Center Consoles","Fiberglass","Single Outboard",0
"SkipperBud's Pewaukee","Navigator",199000,"53072 ","Pewaukee","WI","Power",1996,42," Pilothouse","Fiberglass","Other",23
"Performance Boat Center","Nor-Tech",299950,"65065 ","Osage Beach","MO","Power",2013,42," High Performance Boats","Fiberglass","Other",6
"Suncoast Power Boats & Yacht Brokerage","Nor-Tech",329000,"34203 ","Bradenton","FL","Power",2013,42," Runabouts, High Performance Boats","Fiberglass","Other",6
"Double R Performance","Nor-Tech",349900,"L0L 1T0","Hawkestone","ON","Power",2013,42," High Performance Boats","Fiberglass","Other",6
"Curtis Stokes & Associates - Curtis Stokes & Associates","Nordic Tugs",399000,"33316 ","Ft. Lauderdale","FL","Power",2005,42," Trawlers, Pilothouse","Fiberglass","Single Inboard",14
"Grande Yachts International - Grande Yachts International - Charleston","Nordic Tugs",299000,"29464 ","Mount Pleasant","SC","Power",1999,42," Tug","Fiberglass","Single Inboard",20
"Alaska Boat Brokers, Inc. - Kylie Ibias","Nordic Tugs",329900,"99801 ","Juneau","AK","Power",1998,42," Tug","Fiberglass","Other",21
"RCR Yachts of Erie","Nova",82900,"16507 ","Erie","PA","Power",1983,42," Motor Yachts, Cruisers","Fiberglass","Other",36
"Marine Group - Emerald Coast - Coastal Boat Sales Office","Ocean",149900,"36561 ","Orange Beach","AL","Power",1980,42," Sports Fishing Boats, Saltwater Fishing","Fiberglass","Twin Inboard",39
"Offshore Marine Services, Ltd.","Ocean",159900,"6410 ","Cheshire","CT","Power",1994,42," Convertible Boats","Fiberglass","Twin Inboard",25
"Alexander Marine USA - Alexander Marine USA - Washington","Ocean Alexander",129500,"98109 ","Seattle","WA","Power",1988,42," Convertible Boats","Fiberglass","Twin Inboard",31
"California Yacht Sales, Inc. - California Yacht Sales, Inc.","Ocean Alexander",1e+05,"92101 ","San Diego","CA","Power",1987,42," Cruisers","Fiberglass","Twin Inboard",32
"WORLDWIDE YACHT SALES INC. - WORLDWIDE YACHT SALES INC.","Ocean Alexander",124695,"33904 ","Cape Coral","FL","Power",1989,42," Motor Yachts","Fiberglass","Other",30
"SkipperBud's Sturgeon Bay","Ocean Alexander",299000,"54235-0708","Sturgeon Bay","WI","Power",2002,42," Motor Yachts","Fiberglass","Other",17
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Ocean Alexander",249000,"33301 ","Fort Lauderdale","FL","Power",1995,42," Motor Yachts","Fiberglass","Twin Inboard",24
"NW Yachtnet - NW Yachtnet","Ocean Alexander",135000,"98402 ","Tacoma","WA","Power",1988,42," Aft Cabin","Fiberglass","Twin Inboard",31
"Irwin Yacht Sales - Irwin Yacht Sales - Seattle Office","Ocean Alexander",174500,"98109 ","Seattle","WA","Power",1998,42," Motor Yachts, Motor Yachts","Fiberglass","Twin Inboard",21
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Ocean Yachts",140000,"33301 ","Fort Lauderdale","FL","Power",1995,42," Sports Fishing Boats, Convertible Boats","Fiberglass","Twin Inboard",24
"PIER ONE YACHT SALES - PIER ONE YACHT SALES","Oceania",85000,"33950 ","Punta Gorda","FL","Power",1985,42," Trawlers","Fiberglass","Twin Inboard",34
"The Shoreline Yacht Group - The Shoreline Yacht Group","PT",95000,"90731 ","San Pedro","CA","Power",1985,42," Aft Cabin, Trawlers, Motor Yachts","Fiberglass","Twin Inboard",34
"Catawba Moorings","PT",64900,"43452 ","Port Clinton","OH","Power",1985,42," Flybridge, Trawlers","Fiberglass","Twin Inboard",34
