"Seller","Make","Price","ZIP","City","State","Class","Year","Length","Category","Hull.Material","Engine.Type","age"
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Pace",114900,"33301 ","Fort Lauderdale","FL","Power",1993,42," Sports Fishing Boats, Convertible Boats","Fiberglass","Twin Inboard",26
"Curtis Stokes & Associates - Curtis Stokes & Associates","Passport Yachts",72000,"33316 ","Ft. Lauderdale","FL","Sails",1981,42," Center Cockpit","Fiberglass","Single Inboard",38
"Brewer Yacht Sales - Mike Farman","Pearson",80000,"2886 ","Warwick","RI","Sails",1985,42," Center Cockpit, Cruisers, Sloop","Fiberglass","Other",34
"POP Yachts","Pearson",83400,"34233 ","Sarasota","FL","Sails",1982,42," Cutter, Sloop, Racers and Cruisers","Fiberglass","Single Inboard",37
"Dunbar Yachts LLC","Pearson",64900,"31522 ","St. Simons Island","GA","Sails",1980,42," Cruisers, Sloop","Fiberglass","Other",39
"Cape Yachts - Cape Yachts at South Wharf - South Dartmouth, MA","Pearson",59900,"2748 ","South Dartmouth","MA","Sails",1979,42," Sloop","Fiberglass","Single Inboard",40
"Off The Hook Yacht Sales - Off The Hook Yacht Sales","Post",99000,"28405 ","Wilmington","NC","Power",1978,42," Saltwater Fishing, Sports Fishing Boats","Fiberglass","Twin Inboard",41
"Causeway Marine","Post",87800,"8050 ","Manahawkin","NJ","Power",1983,42," Other","Fiberglass","Other",36
"Montauk Yacht Sales","Post",34000,"11520 ","Freeport","NY","Power",1979,42," Sports Fishing Boats","Fiberglass","Twin Inboard",40
"Fillingham Yacht Sales - Fillingham Yacht Sales-Salt Creek Marina","Post",59000,"33701 ","Saint Petersburg","FL","Power",1975,42," Sports Fishing Boats, Flybridge, Convertible Boats","Fiberglass","Twin Inboard",44
"RKH LLC","Power Play",335000,"33483 ","Delray Beach","FL","Power",2016,42," Center Consoles","Fiberglass","Other",3
"POP Yachts","Present",90000,"34233 ","Sarasota","FL","Power",1987,42," Trawlers, Motor Yachts, House Boats","Fiberglass","Twin Inboard",32
"All Florida Yacht Sales - All Florida Yacht Sales","Present Yachts",41800,"33157 ","Palmetto Bay","FL","Power",1986,42," Trawlers","Fiberglass","Twin Inboard",33
"Temptation Yacht Sales, Inc","President",289900,"48045 ","Harrison Township","MI","Power",2002,42," Motor Yachts, Trawlers","Fiberglass","Twin Inboard",17
"Spring Brook Marina","Prestige",469000,"61360 ","Seneca","IL","Power",2017,42," Cruisers","Fiberglass","Twin Inboard",2
"Reel Deal Yachts","Prestige",265000,"33140 ","Miami Beach","FL","Power",2007,42," Motor Yachts, Flybridge, Motor Yachts","Fiberglass","Twin Inboard",12
"Yacht Brokers, Inc. - Yacht Brokers at Halifax Harbor Marina","Privilege",222000,"32114 ","Daytona Beach","FL","Sails",1995,42," Catamaran","Fiberglass","Twin Inboard",24
"Denison Yachting - Denison Yachting - Seattle","Provincial",194500,"98109 ","Seattle","WA","Power",2006,42," Lobster Boat, Downeast, Commercial Boats","Fiberglass","Single Inboard",13
"Denison Yachting - Denison Yachting - Bradenton Sarasota","Prowler",679000,"34205 ","Bradenton","FL","Power",2019,42," Saltwater Fishing, Power Catamarans, Sports Fishing Boats","Fiberglass","Other",0
"USA Coastal Marine","Prowler",529999,"33772 ","Seminole","FL","Power",2017,42," Center Consoles","Fiberglass","Other",2
"Manatee Pocket Yacht Sales - Manatee Pocket Yacht Sales","Prowler",154900,"34997 ","Stuart","FL","Power",2005,42," Other","Fiberglass","Single Inboard",14
"Mid-Missouri Yachts, LLC","Regal",74900,"65065 ","Osage Beach","MO","Power",1999,42," Cruisers, Sports Cruiser, Express Cruiser","Fiberglass","Twin Inboard",20
"Five Star Marine Boats and Yachts","Regal",59990,"78734 ","Austin","TX","Power",1995,42," Cruisers, Express Cruiser","Fiberglass","Other",24
"Talley's Pier 77 Marine - Talley's Pier 77 Marine","Regal",634950,"28031 ","Cornelius","NC","Power",2018,42," Flybridge, Express Cruiser, Motor Yachts","Fiberglass","Twin Inboard",1
"Silver Seas Yachts - Silver Seas Yachts - San Diego","Regal",679000,"92106 ","San Diego","CA","Power",2018,42," Flybridge, Cruisers","Fiberglass","Twin Inboard",1
"South Shore Marine","Regal",529900,"44839 ","Huron","OH","Power",2017,42," Cruisers, Flybridge","Fiberglass","Twin Inboard",2
"Alexander Marine USA - Alexander Marine USA - Washington","Regal",599000,"98109 ","Seattle","WA","Power",2017,42," Flybridge","Fiberglass","Twin Inboard",2
"Singleton Marine Yacht Sales at Holiday Marina","Regal",549990,"30518 ","Buford","GA","Power",2017,42," Cruisers","Fiberglass","Twin Inboard",2
"Quality Boats - Quality Boats","Regal",299900,"33764 ","Clearwater","FL","Power",2012,42," Motor Yachts, Cruisers","Fiberglass","Twin Inboard",7
"Borden & Associates Yacht Sales - Borden & Associates Yacht Sales","Regal",459000,"33444 ","Delray Beach","FL","Power",2016,42," Motor Yachts","Fiberglass","Twin Inboard",3
"Singleton Marine Yacht Sales at Holiday Marina","Regal",459900,"30518 ","Buford","GA","Power",2016,42," Cruisers","Fiberglass","Other",3
"POP Yachts","Regal",405000,"34233 ","Sarasota","FL","Power",2015,42," Motor Yachts, Express Cruiser, Convertible Boats","Fiberglass","Twin Inboard",4
"Am Pm Marine - Am Pm Marine","Regal",324899,"21122 ","Pasadena","MD","Power",2011,42," Motor Yachts","Fiberglass","Other",8
"On The Dock Yacht Sales - On The Dock Yacht Sales","Regal",149000,"33908 ","Main Office In Fort Myers","FL","Power",2005,42," Express Cruiser","Fiberglass","Other",14
"Grandpappy Point Marina","Regal",152500,"75020 ","Denison","TX","Power",2005,42," Express Cruiser, Cruisers","Fiberglass","Twin Inboard",14
"Grande Yachts International - Grande Yachts International - Charleston","Regal",189000,"29464 ","Mount Pleasant","SC","Power",2005,42," Express Cruiser","Fiberglass","Twin Inboard",14
"Prince William Marine Sales","Regal",199900,"22192 ","Woodbridge","VA","Power",2005,42," Motor Yachts","Fiberglass","Other",14
"National Liquidators - National Liquidators","Regal",89900,"33312 ","Fort Lauderdale","FL","Power",2002,42," Sports Cruiser","Fiberglass","Other",17
"HMY Yacht Sales, Inc. - HMY Yacht Sales, Inc.","Regal",189000,"33004 ","Dania Beach","FL","Power",2005,42," Cruisers","Fiberglass","Twin Inboard",14
"Coastline Yacht & Marine, Inc. d/b/a Marine Unlimited - Coastline Yacht d/b/a Marine Unlimited","Regal",149000,"34957 ","Jensen Beach","FL","Power",2004,42," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",15
"Whelton Marine Brokerage - Whelton Marine","Regal",199000,"70448 ","Mandeville","LA","Power",2004,42," Express Cruiser","Fiberglass","Twin Inboard",15
"HMY Yacht Sales, Inc. - HMY Yacht Sales, Inc.","Regal",180000,"33004 ","Dania Beach","FL","Power",2005,42," Cruisers","Fiberglass","Twin Inboard",14
"Lakeshore Yacht Sales","Ricker",69900,"49441 ","Muskegon","MI","Power",1993,42," Trawlers, Motor Yachts, Cruisers","Fiberglass","Twin Inboard",26
"Jefferson Beach Yacht Sales","Rinker",179000,"48080 ","St. Clair Shores","MI","Power",2007,42," Cruisers, Motor Yachts","Fiberglass","Other",12
"Denison Yachting - Denison Yachting - Miami","Rio Yachts",660000,"33139 ","Miami","FL","Power",2017,42," Express Cruiser","Fiberglass","Twin Inboard",2
"Little Yacht Sales - Little Yacht Sales","Riva",49900,"77565 ","Kemah","TX","Power",1972,42," Motor Yachts","Fiberglass","Twin Inboard",47
"ARAMARK - Lake Powell Resorts & Marinas","River Queen",30000,"86040 ","Page","AZ","Power",1969,42," House Boats","Steel","Other",50
"Florida Yachts International - Florida Yachts International","Riviera",379000,"33133 ","Miami","FL","Power",2008,42," Flybridge, Convertible Boats","Fiberglass","Twin Inboard",11
"World Class Yacht Sales, Inc. - Corporate Office - New Port Richey","Riviera",389000,"34652 ","New Port Richey","FL","Power",2007,42," Motor Yachts, Flybridge, Convertible Boats","Fiberglass","Twin Inboard",12
"Reel Deal Yachts","Riviera",390000,"33140 ","Miami Beach","FL","Power",2007,42," Convertible Boats, Sports Fishing Boats","Fiberglass","Other",12
"Sea Beyond Marine Group - Sea Beyond Marine Group","Robertson",175000,"33715 ","Tierra Verde","FL","Power",1988,42," Sports Fishing Boats, Saltwater Fishing","Fiberglass","Twin Inboard",31
"Fillingham Yacht Sales - Fillingham Yacht Sales-Salt Creek Marina","Roughwater",89900,"33701 ","Saint Petersburg","FL","Power",1987,42," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",32
"Marine Servicenter - Seattle","SK",124500,"98109 ","Seattle","WA","Sails",2004,42," Pilothouse, Cruisers, Sloop","Steel","Single Inboard",15
"Prestige Yacht Sales - Prestige Yacht Sales","Sabre",129900,"6855 ","Norwalk","CT","Sails",1988,42," Sloop, Cruisers","Fiberglass","Single Inboard",31
"North Point Yacht Sales - North Point Yacht Sales","Sabre",110000,"21403 ","Annapolis","MD","Sails",1987,42," Sloop, Racers and Cruisers","Fiberglass","Single Inboard",32
"Coastal Carolina Yacht Sales - Coastal Carolina Yacht Sales","Sabre",449000,"29403 ","Charleston","SC","Power",2009,42," Downeast","Fiberglass","Other",10
"DiMillo's Yacht Sales - New York","Sabre",774999,"11542 ","Glen Cove","NY","Power",2018,42," Downeast, Motor Yachts","Fiberglass","Twin Inboard",1
"PETZOLD'S MARINE CENTER - Petzolds Norwalk Cove Marina","Sabre",695000,"6855 ","East Norwalk","CT","Power",2017,42," Downeast, Motor Yachts","Fiberglass","Twin Inboard",2
"Knot 10 Yacht Sales","Sabre",674500,"21638 ","Grasonville","MD","Power",2015,42," Downeast, Express Cruiser, Cruisers","Fiberglass","Twin Inboard",4
"Knot 10 Yacht Sales","Sabre",285000,"21638 ","Grasonville","MD","Sails",2006,42," Cruisers","Fiberglass","Single Inboard",13
"North Point Yacht Sales - North Point Yacht Sales","Sabre",244900,"21403 ","Annapolis","MD","Sails",2005,42," Cruisers, Racers and Cruisers","Fiberglass","Single Inboard",14
"Smith Yacht Sales - Smith Yacht Sales","Sabre",599000,"2043 ","Hingham","MA","Power",2012,42," Express Cruiser","Fiberglass","Twin Inboard",7
"Viage Group","Scout",899000,"34243 ","Sarasota","FL","Power",2018,42," Center Consoles, Saltwater Fishing","Composite","Other",1
"Legendary Marine - Legendary Marine Destin","Scout",899900,"32541 ","Destin","FL","Power",2018,42," Sports Fishing Boats, Center Consoles","Fiberglass","Other",1
"Viage Group","Scout",899900,"34243 ","Sarasota","FL","Power",2017,42," Center Consoles","Composite","Other",2
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Palm Harbour Marina","Scout",611000,"33401 ","West Palm Beach","FL","Power",2016,42," Center Consoles","Fiberglass","Other",3
"Viage Group","Scout",669000,"34243 ","Sarasota","FL","Power",2016,42," Center Consoles, Saltwater Fishing","Composite","Other",3
"Sun Country Marine Group (SCMG) - Sun Country Yachts, Marina del Rey","Sea Ray",119000,"90292 ","Marina Del Rey","CA","Power",2003,42," Motor Yachts","Fiberglass","Twin Inboard",16
"POP Yachts","Sea Ray",98500,"34233 ","Sarasota","FL","Power",1997,42," Aft Cabin, Trawlers, Motor Yachts","Fiberglass","Twin Inboard",22
"Weber Yachts - Weber Yachts","Sea Ray",69900,"60048 ","Libertyville","IL","Power",1990,42," Express Cruiser","Fiberglass","Twin Inboard",29
"Island Yacht Sales - Island Yacht Sales","Sea Ray",149900,"33908 ","Fort Myers","FL","Power",2001,42," Motor Yachts, Aft Cabin, Flybridge","Fiberglass","Twin Inboard",18
"Whelton Marine Brokerage - Whelton Marine","Sea Ray",149500,"70448 ","Mandeville","LA","Power",2001,42," Aft Cabin","Fiberglass","Twin Inboard",18
"World Class Yacht Sales, Inc. - Corporate Office - New Port Richey","Sea Ray",125000,"34652 ","New Port Richey","FL","Power",1998,42," Motor Yachts","Fiberglass","Twin Inboard",21
"ARAMARK - Lake Powell Resorts & Marinas","Sea Ray",150000,"86040 ","Page","AZ","Power",1998,42," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",21
"Grandpappy Point Marina","Sea Ray",119000,"75020 ","Denison","TX","Power",1998,42," Flybridge","Fiberglass","Twin Inboard",21
"On The Dock Yacht Sales - On The Dock Yacht Sales","Sea Ray",119900,"33908 ","Main Office In Fort Myers","FL","Power",1997,42," Aft Cabin","Fiberglass","Twin Inboard",22
"Yachts360 - Yachts360","Sea Ray",95500,"33316 ","Fort Lauderdale","FL","Power",1997,42," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",22
"Clarks Landing","Sea Ray",65000,"8742 ","Point Pleasant","NJ","Power",1996,42," Aft Cabin","Fiberglass","Twin Inboard",23
"Revolution Yacht Group - Revolution Yacht Group","Sea Ray",249900,"33301 ","Fort Lauderdale","FL","Power",2005,42," Motor Yachts","Fiberglass","Twin Inboard",14
"iDeal Yachts - iDeal Yachts","Sea Ray",259500,"37363 ","Ooltewah","TN","Power",2005,42," Motor Yachts, Motor Yachts","Fiberglass","Single Inboard",14
"On The Dock Yacht Sales - On The Dock Yacht Sales","Sea Ray",229000,"33908 ","Main Office In Fort Myers","FL","Power",2005,42," Motor Yachts","Fiberglass","Twin Inboard",14
"Sandy Hook Yacht Sales, Inc - Jersey City Office","Sea Ray",234900,"7305 ","Jersey City","NJ","Power",2005,42," Flybridge, Motor Yachts","Fiberglass","Twin Inboard",14
"Denison Yachting - Denison Yachting - Daytona Beach","Sea Ray",239900,"32114 ","Daytona Beach","FL","Power",2005,42," Motor Yachts","Fiberglass","Twin Inboard",14
"Myers Yacht Sales - Myers Yacht Sales","Sea Ray",185900,"32507 ","Pensacola","FL","Power",2004,42," Motor Yachts, Flybridge, Sports Cruiser","Fiberglass","Twin Inboard",15
"Global One Yacht Sales - Global One Yacht Sales","Sea Ray",199990,"8724 ","Brick","NJ","Power",2004,42," Motor Yachts","Fiberglass","Twin Inboard",15
"Intracoastal Yacht Sales - Intracoastal Yacht Sales of Little River, SC","Sea Ray",199000,"29566 ","Little River","SC","Power",2005,42," Cruisers","Fiberglass","Twin Inboard",14
"Dry Branch Marine LLC","Sea Ray",174995,"65065 ","Osage Beach","MO","Power",2004,42," Motor Yachts, Cruisers","Fiberglass","Twin Inboard",15
"Temptation Yacht Sales, Inc","Sea Ray",249900,"48045 ","Harrison Township","MI","Power",2003,42," Cruisers, Express Cruiser, Aft Cabin","Fiberglass","Twin Inboard",16
"Prestige Yacht Sales, Inc.","Sea Ray",174500,"8723 ","Brick","NJ","Power",2003,42," Cruisers","Fiberglass","Twin Inboard",16
"Texas Sportfishing & Yacht Sales - Texas Sportfishing & Yacht Sales, Clear Lake","Sea Ray",179000,"77573 ","League City","TX","Power",2003,42," Motor Yachts, Sports Cruiser, Express Cruiser","Fiberglass","Twin Inboard",16
"Borden & Associates Yacht Sales - Borden & Associates Yacht Sales","Sea Ray",159000,"33444 ","Delray Beach","FL","Power",2003,42," Motor Yachts","Fiberglass","Twin Inboard",16
"Global One Yacht Sales - Global One Yacht Sales","Sea Ray",179900,"8724 ","Brick","NJ","Power",2003,42," Express Cruiser, Sports Cruiser, Cruisers","Fiberglass","Twin Inboard",16
"WORLDWIDE YACHT SALES INC. - WORLDWIDE YACHT SALES INC.","Sea Ray",159944,"33904 ","Cape Coral","FL","Power",2003,42," Motor Yachts, Cruisers, Express Cruiser","Fiberglass","Twin Inboard",16
"Erwin Marine Sales Huntsville","Sea Ray",179950,"35747 ","Huntsville","AL","Power",2003,42," Cruisers, Motor Yachts","Fiberglass","Single Inboard",16
"Knot 10 Yacht Sales","Sea Ray",183500,"21638 ","Grasonville","MD","Power",2003,42," Cruisers, Express Cruiser","Fiberglass","Twin Inboard",16
"Great Lakes Boats & Brokerage","Sea Ray",109900,"44060 ","Mentor","OH","Power",1991,42," Cruisers, Freshwater Fishing","Fiberglass","Twin Inboard",28
"Great Lakes Boats & Brokerage","Sea Ray",69900,"44060 ","Mentor","OH","Power",1990,42," Cruisers, Express Cruiser, Motor Yachts","Fiberglass","Twin Inboard",29
"Anchorage Yacht Sales - Anchorage Yacht Sales","Sea Ray",52900,"49424 ","Holland","MI","Power",1990,42," Cruisers, Express Cruiser, Sports Cruiser","Fiberglass","Twin Inboard",29
"Delta Marine Sales - Delta Marine Sales","Sea Ray",53900,"95203 ","Stockton","CA","Power",1990,42," Aft Cabin","Fiberglass","Twin Inboard",29
"Captain's Choice of Pickwick","Sea Ray",64900,"38852 ","Iuka","MS","Power",1990,42," Cruisers, Sports Cruiser","Fiberglass","Twin Inboard",29
"North Shore Sales - North Shore Sales","Sea Ray",59900,"49456 ","Spring Lake","MI","Power",1990,42," Express Cruiser, Cruisers","Fiberglass","Other",29
"Little Yacht Sales - Little Yacht Sales","Sea Ray",39990,"77565 ","Kemah","TX","Power",1990,42," Express Cruiser","Fiberglass","Twin Inboard",29
"Whelton Marine Brokerage - Whelton Marine","Sea Ray",125000,"70448 ","Mandeville","LA","Power",1998,42," Aft Cabin, Motor Yachts","Fiberglass","Twin Inboard",21
"A & M Yacht Sales, Inc - A & M Yacht Sales, Inc - New Orleans","Sea Ray",129500,"70124 ","New Orleans","LA","Power",1997,42," Aft Cabin, Flybridge, Motor Yachts","Fiberglass","Other",22
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Sea Ray",189900,"33301 ","Fort Lauderdale","FL","Power",2003,42," Cruisers","Fiberglass","Other",16
"HarborView Yacht Sales, LLC","Sea Ray",84350,"49684 ","Traverse City","MI","Power",1991,42," Express Cruiser, Aft Cabin","Fiberglass","Twin Inboard",28
"POP Yachts","Sealine",194000,"34233 ","Sarasota","FL","Power",2002,42," Motor Yachts, Aft Cabin, Convertible Boats","Fiberglass","Twin Inboard",17
"SkipperBud's Sturgeon Bay","Silverton",224900,"54235-0708","Sturgeon Bay","WI","Power",2006,42," Sports Fishing Boats","Fiberglass","Other",13
"Knot 10 Yacht Sales","Silverton",285000,"21638 ","Grasonville","MD","Power",2008,42," Convertible Boats, Flybridge, Motor Yachts","Fiberglass","Twin Inboard",11
"Capt. O'Connell Co. - Capt. O'Connell Co.","Silverton",249900,"2720 ","Fall River","MA","Power",2007,42," Convertible Boats, Convertible Boats, Motor Yachts","Fiberglass","Twin Inboard",12
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Silverton",225000,"33301 ","Fort Lauderdale","FL","Power",2006,42," Sports Fishing Boats, Saltwater Fishing, Convertible Boats","Fiberglass","Twin Inboard",13
"Denison Yachting - Denison Yachting","Silverton",149000,"33316 ","Fort Lauderdale","FL","Power",2003,42," Saltwater Fishing, Convertible Boats, Motor Yachts","Fiberglass","Twin Inboard",16
"Total Marine - Total Marine of Norwalk","Silverton",179900,"6854 ","Norwalk","CT","Power",2001,42," Motor Yachts, Convertible Boats","Fiberglass","Twin Inboard",18
"Marine Group - Emerald Coast - Marine Group - Emerald Coast","Silverton",174900,"36561 ","Orange Beach","AL","Power",2001,42," Sports Fishing Boats, Saltwater Fishing","Fiberglass","Twin Inboard",18
"Sea Ray of Cincinnati","Silverton",129900,"45226 ","Cincinnati","OH","Power",2000,42," Convertible Boats, Flybridge","Fiberglass","Twin Inboard",19
